LOKAALID	NAAM	BRONACTUAL	BRONBESCHR	BRONNAUWKE	BRONTYPE	BRONTYPE_C	EINDREGIST	FYSIEKVOOR	FYSIEKVO_1	HOOGTENIVE	MUTATIETYP	MUTATIET_1	OBJECTBEGI	OBJECTEIND	TDNCODE	TIJDSTIPRE	TYPELANDGE	TYPELAND_1	VISUALISAT	VOORKOMEN_	VOORKOMEN1	GEOMETRIE_	GEOMETRIE1
117963617	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	1364.754165	10068.919654
124820482	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/12	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	566.941827	6453.493385
106094943	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	1394.973283	13746.907172
106099531	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	abandoned crisis	NULL	248.83515	3584.517046
124820289	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/12	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	abandoned crisis	NULL	164.232726	1528.469857
118548404	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	664.356194	6845.413044
106102779	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	1218.505662	10945.020171
106098123	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	550.064669	3016.216277
106095196	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	644.07806	3756.345068
106102514	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	NULL	NULL	351.436726	3957.34752
118546981	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	NULL	NULL	477.094124	8209.55189
106096792	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	1328.875268	7292.361903
118608880	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	269.470993	3501.552382
106102882	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	619.44187	9449.746183
118609121	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	526.0	08/31/14	overig	historic 1992	14160.0	NULL	NULL	410.874351	6404.395908
106091376	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	590.685612	6066.767008
106097156	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	627.107743	10951.278721
127811371	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/14	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	212.216198	1615.431215
118608744	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	526.0	08/31/14	overig	historic 1992	14160.0	NULL	NULL	381.374791	5364.912266
106100715	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	739.450172	7496.705188
106102294	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	748.582812	8669.084025
106102288	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	NULL	NULL	349.478422	6438.558804
106093270	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	154.149913	1520.671673
118546290	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	NULL	NULL	416.172954	4611.20492
106093666	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	NULL	NULL	364.025782	2973.132257
118547016	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	521.0	08/31/12	grasland	historic 1992	14130.0	NULL	NULL	184.65055	1316.625141
106094053	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	369.817718	1926.617589
106093359	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	502.0	08/31/14	bos: loofbos	historic 1992	14080.0	NULL	NULL	142.966871	469.684424
128197701	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	10/25/14	11/30/99	523.0	10/25/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	221.349577	1074.391696
106096365	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	502.0	08/31/14	bos: loofbos	historic 1992	14080.0	NULL	NULL	96.196325	272.114345
106101029	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	500.624085	6238.644051
127811663	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/14	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	214.137989	1397.270925
106091656	NULL	01/01/14	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/30/15	boomkwekerij	historic 1992	14050.0	NULL	NULL	968.171839	6102.456309
128821654	NULL	01/01/14	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/30/15	11/30/99	526.0	08/30/15	overig	historic 1992	14160.0	NULL	NULL	183.245964	2040.7023
127956480	NULL	01/01/14	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/14	11/30/99	523.0	08/30/15	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	912.856826	12002.265614
128821667	NULL	01/01/14	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/30/15	11/30/99	523.0	08/30/15	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	772.100613	4800.238334
127956479	NULL	01/01/14	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/14	11/30/99	526.0	08/30/15	overig	historic 1992	14160.0	abandoned crisis	NULL	463.742671	3374.091319
118546429	NULL	01/01/14	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	523.0	08/30/15	boomkwekerij	historic 1992	14050.0	NULL	NULL	3161.296787	34836.358917
106093130	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	521.0	08/31/14	grasland	historic 1992	14130.0	NULL	NULL	725.455031	15350.995787
106098043	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/14	overig	historic 1992	14160.0	NULL	NULL	353.02386	5339.376538
106093388	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	306.235935	3804.352539
106096310	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/14	overig	historic 1992	14160.0	NULL	NULL	245.791905	2550.506669
106101002	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	565.372084	5125.4209
118608852	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	212.723587	1131.603841
106093044	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	abandoned crisis	NULL	307.25172	3862.331911
106099623	NULL	01/01/08	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	400.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	abandoned crisis	NULL	257.616546	3173.350171
106093771	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	abandoned crisis	NULL	250.151363	3042.052232
106097968	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	abandoned crisis	NULL	212.464518	2554.588734
106102432	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	NULL	NULL	225.728878	2399.335219
106097943	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/12	overig	historic 1992	14160.0	NULL	NULL	230.117447	2927.233356
106099977	NULL	01/01/08	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	400.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	521.0	07/02/10	grasland	historic 1992	14130.0	NULL	NULL	519.864934	9311.407891
106101609	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	11/24/08	overig	historic 1992	14160.0	abandoned crisis	NULL	236.148476	2727.949311
106093025	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	11/24/08	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	485.303435	3423.490843
106091997	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	11/24/08	boomkwekerij	historic 1992	14050.0	NULL	NULL	357.407038	3584.017037
106092677	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	11/24/08	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	488.834456	3577.788025
106098625	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	11/24/08	overig	historic 1992	14160.0	abandoned crisis	NULL	145.688217	750.523516
106092944	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	07/02/10	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	899.002871	10972.719086
106095560	NULL	01/01/03	Digitaal bestand met gecodeerde vectoren. Deze geven tezamen de topografie van Nederland weer op de schaal 1:10.000. Voorloper van TOP10NL.	2000.0	TOP10vector	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	11/24/08	overig	historic 1992	14160.0	NULL	NULL	135.592175	873.665923
106102539	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	158.190096	1567.893756
106100723	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	619.841705	8806.826595
106093659	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/14	overig	historic 1992	14160.0	NULL	NULL	196.460575	1908.376569
106101432	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/14	overig	historic 1992	14160.0	abandoned crisis	NULL	137.57918	1141.432207
118547592	NULL	01/01/08	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	400.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	526.0	08/31/14	overig	historic 1992	14160.0	NULL	NULL	335.130199	3502.56805
106093453	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	631.242181	9202.972851
106100505	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	526.0	08/31/14	overig	historic 1992	14160.0	NULL	NULL	322.311435	4199.976195
118609261	NULL	01/01/08	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	400.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	154.338282	1248.803278
124736248	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/12	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	353.030838	4271.391371
124820313	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/12	11/30/99	521.0	08/31/14	grasland	historic 1992	14130.0	abandoned crisis	NULL	808.237304	6208.413449
118546289	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	526.0	08/31/14	overig	historic 1992	14160.0	abandoned crisis	NULL	497.450325	7178.759172
127956205	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/14	11/30/99	526.0	08/30/15	overig	historic 1992	14160.0	NULL	NULL	1177.646401	34024.786353
106092264	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	NULL	NULL	640.949584	5560.090514
106098110	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	244.152092	2821.439873
106093404	NULL	01/01/11	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/12	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	526.604997	6254.549011
118609494	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	504.803084	10154.820613
127956497	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/14	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	649.297034	6702.271811
127956498	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/14	11/30/99	526.0	08/31/14	overig	historic 1992	14160.0	abandoned crisis	NULL	638.396581	6724.180181
127956499	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/14	11/30/99	526.0	08/31/14	overig	historic 1992	14160.0	abandoned crisis	NULL	310.288753	5818.187278
127956500	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	08/31/14	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	239.675293	3753.063292
118546962	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	07/02/10	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	580.631902	20531.61393
106099819	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	abandoned crisis	NULL	575.471317	6346.165378
106101138	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	521.0	08/31/14	grasland	historic 1992	14130.0	abandoned crisis	NULL	1405.28513	9510.706954
106094286	NULL	01/01/13	Een orthogerectificeerde fotografische opname van een deel van het aardoppervlak. Gemaakt vanuit een vliegtuig.	100.0	luchtfoto	NULL	11/30/99	NULL	NULL	0.0	NULL	NULL	11/24/08	11/30/99	523.0	08/31/14	boomkwekerij	historic 1992	14050.0	NULL	NULL	307.374225	4127.388714
